# energy (eV), imag part, real part
0.000000000000000000e+00 0.000000000000000000e+00 -1.346104899914312547e+01
2.797724981549663120e-02 6.366316640187739961e-03 -1.346215836142738098e+01
5.595449963099326240e-02 1.273930468482446614e-02 -1.346548760494988706e+01
8.393174944648990055e-02 1.912565441498107963e-02 -1.347104020296724691e+01
1.119089992619865248e-01 2.553209396991663188e-02 -1.347882195508277015e+01
1.398862490774831491e-01 3.196540853949812744e-02 -1.348884100357256166e+01
1.678634988929798011e-01 3.843245987537501074e-02 -1.350110785636811706e+01
1.958407487084764531e-01 4.494020623170858625e-02 -1.351563541682249436e+01
2.238179985239730496e-01 5.149572285040568409e-02 -1.353243902042599522e+01
2.517952483394697016e-01 5.810622311081166391e-02 -1.355153647867688171e+01
2.797724981549662981e-01 6.477908047027156058e-02 -1.357294813035454872e+01
3.077497479704630057e-01 7.152185132947300183e-02 -1.359669690048691315e+01
3.357269977859596022e-01 7.834229896557803885e-02 -1.362280836735048517e+01
3.637042476014562542e-01 8.524841868658754318e-02 -1.365131083789207800e+01
3.916814974169529062e-01 9.224846437262415599e-02 -1.368223543201485271e+01
4.196587472324495582e-01 9.935097658390715236e-02 -1.371561617623015650e+01
4.476359970479460992e-01 1.065648124312894018e-01 -1.375149010723966470e+01
4.756132468634427513e-01 1.138991774237609750e-01 -1.378989738608198401e+01
5.035904966789394033e-01 1.213636595284784403e-01 -1.383088142355345163e+01
5.315677464944360553e-01 1.289682657029333490e-01 -1.387448901769628051e+01
5.595449963099325963e-01 1.367234611864569516e-01 -1.392077050423937656e+01
5.875222461254293593e-01 1.446402118696386574e-01 -1.396977992097863108e+01
6.154994959409260114e-01 1.527300300960088841e-01 -1.402157518719656437e+01
6.434767457564225523e-01 1.610050242912425822e-01 -1.407621829934680946e+01
6.714539955719192044e-01 1.694779528619401454e-01 -1.413377554436894457e+01
6.994312453874157454e-01 1.781622828592990815e-01 -1.419431773215592862e+01
7.274084952029125084e-01 1.870722539643857318e-01 -1.425792044887181831e+01
7.553857450184090494e-01 1.962229484218586673e-01 -1.432466433301484976e+01
7.833629948339058124e-01 2.056303676295704874e-01 -1.439463537634264512e+01
8.113402446494023534e-01 2.153115161844954273e-01 -1.446792525202705981e+01
8.393174944648991165e-01 2.252844942922548055e-01 -1.454463167268907675e+01
8.672947442803956575e-01 2.355685995714079106e-01 -1.462485878128520866e+01
8.952719940958921985e-01 2.461844394265932934e-01 -1.470871757818094672e+01
9.232492439113889615e-01 2.571540553309939470e-01 -1.479632638816174328e+01
9.512264937268855025e-01 2.685010605515404380e-01 -1.488781137160449575e+01
9.792037435423821545e-01 2.802507930756950039e-01 -1.498330708457351967e+01
1.007180993357878807e+00 2.924304857616217834e-01 -1.508295709322398537e+01
1.035158243173375459e+00 3.050694560420949553e-01 -1.518691464860733120e+01
1.063135492988872111e+00 3.181993178746946871e-01 -1.529534342879199116e+01
1.091112742804368541e+00 3.318542190576121986e-01 -1.540841835615755073e+01
1.119089992619865193e+00 3.460711075348065213e-01 -1.552632649881417137e+01
1.147067242435362067e+00 3.608900309118199812e-01 -1.564926806636670875e+01
1.175044492250858719e+00 3.763544741142058614e-01 -1.577745751171869415e+01
1.203021742066355149e+00 3.925117409680239922e-01 -1.591112475233084567e+01
1.230998991881852023e+00 4.094133864962954950e-01 -1.605051652636178261e+01
1.258976241697348675e+00 4.271157079433841597e-01 -1.619589790147825070e+01
1.286953491512845105e+00 4.456803040081650513e-01 -1.634755395690040913e+01
1.314930741328341757e+00 4.651747135436485325e-01 -1.650579166252582297e+01
1.342907991143838409e+00 4.856731471398442190e-01 -1.667094198285895246e+01
1.370885240959335061e+00 5.072573276404263032e-01 -1.684336223808699984e+01
1.398862490774831491e+00 5.300174588706864087e-01 -1.702343876014496615e+01
1.426839740590328365e+00 5.540533458259020438e-01 -1.721158988819849256e+01
1.454816990405825017e+00 5.794756944804374532e-01 -1.740826935588474811e+01
1.482794240221321447e+00 6.064076254807785338e-01 -1.761397013219428942e+01
1.510771490036818099e+00 6.349864436089400765e-01 -1.782922878943364609e+01
1.538748739852314751e+00 6.653657144762717968e-01 -1.805463048576407203e+01
1.566725989667811625e+00 6.977177119989028675e-01 -1.829081466698170999e+01
1.594703239483308055e+00 7.322363155680571278e-01 -1.853848161327473676e+01
1.622680489298804707e+00 7.691404554680009165e-01 -1.879839998267268442e+01
1.650657739114301581e+00 8.086782303678884398e-01 -1.907141553509359611e+01
1.678634988929798233e+00 8.511318534628531385e-01 -1.935846126098439868e+01
1.706612238745294663e+00 8.968236265857020273e-01 -1.966056918874093640e+01
1.734589488560791315e+00 9.461231978356686723e-01 -1.997888420827423417e+01
1.762566738376287745e+00 9.994564328281424492e-01 -2.031468032806605706e+01
1.790543988191784397e+00 1.057316329390092680e+00 -2.066937988487771349e+01
1.818521238007281271e+00 1.120276540122819631e+00 -2.104457635566697249e+01
1.846498487822777923e+00 1.189008250688323942e+00 -2.144206158923390859e+01
1.874475737638274575e+00 1.264301414248922395e+00 -2.186385849276413396e+01
1.902452987453771005e+00 1.347091694081970603e+00 -2.231226049209189810e+01
1.930430237269267879e+00 1.438494961554569684e+00 -2.278987945621336308e+01
1.958407487084764309e+00 1.539851902722643162e+00 -2.329970426607677680e+01
1.986384736900261183e+00 1.652786307112806385e+00 -2.384517285484783855e+01
2.014361986715757613e+00 1.779282107670585145e+00 -2.443026140450848516e+01
