# energy (eV), imag part, real part
0.000000000000000000e+00 0.000000000000000000e+00 -1.351550181872023337e+01
1.119089992619818758e-01 2.595447339932640402e-02 -1.353361374740225820e+01
2.238179985239637515e-01 5.235512741049734575e-02 -1.358825783361234585e+01
3.357269977859456134e-01 7.966889525341622202e-02 -1.368037314319006015e+01
4.476359970479275030e-01 1.084061246651646243e-01 -1.381157328607336687e+01
5.595449963099092816e-01 1.391473548516262149e-01 -1.398422384995456191e+01
6.714539955718912267e-01 1.725770777138010414e-01 -1.420156092141042770e+01
7.833629948338731719e-01 2.095285485757362731e-01 -1.446786273325657746e+01
8.952719940958550060e-01 2.510457603849300390e-01 -1.478869319430636509e+01
1.007180993357836840e+00 2.984721977598114862e-01 -1.517124636013069860e+01
1.119089992619818563e+00 3.535820862351387039e-01 -1.562483734909888966e+01
1.230998991881800730e+00 4.187807904490990496e-01 -1.616161242919778473e+01
1.342907991143782453e+00 4.974213794398195110e-01 -1.679759773687339930e+01
1.454816990405764399e+00 5.943240216745384608e-01 -1.755428956278361241e+01
1.566725989667746344e+00 7.166662305396337418e-01 -1.846114499130276698e+01
1.678634988929728289e+00 8.755897382797248607e-01 -1.955963787039585000e+01
1.790543988191710012e+00 1.089288589892360992e+00 -2.091018338024635881e+01
1.902452987453691957e+00 1.389425664352856638e+00 -2.260466090761935121e+01
2.014361986715673680e+00 1.835870623424306958e+00 -2.479072198441669528e+01
2.126270985977655403e+00 2.555402772376237142e+00 -2.772323192221104904e+01
2.238179985239637126e+00 3.864447813207320781e+00 -3.188411505433021631e+01
2.350088984501619294e+00 6.784017999545944200e+00 -3.826467255843487436e+01
2.461997983763601461e+00 1.588315653176392139e+01 -4.790211406511881620e+01
2.573906983025583184e+00 3.903798507966379816e+01 -4.986859675109735690e+01
2.685815982287564907e+00 5.239959993548027484e+01 -2.429508723617317401e+01
2.797724981549546630e+00 4.438879914537644567e+01 -1.414743979553059816e+01
2.909633980811528797e+00 4.290191368223619861e+01 -7.366179863806188166e+00
3.021542980073510520e+00 4.019220432410708810e+01 -6.677184409499330009e+00
3.133451979335492688e+00 4.170945572813404567e+01 3.508134056829711467e-01
3.245360978597474411e+00 3.915002249903543685e+01 5.162822503376562011e+00
3.357269977859456578e+00 3.711477601258583547e+01 1.024933722370369971e+01
3.469178977121438301e+00 3.191582937731406133e+01 1.579153861683211346e+01
3.581087976383420024e+00 2.682518163405763545e+01 1.838929302809618349e+01
3.692996975645402191e+00 1.904783225235964395e+01 1.843005666629873573e+01
3.804905974907383914e+00 1.539713776913139576e+01 1.551898847801916936e+01
3.916814974169365637e+00 1.309202651277895413e+01 1.243180955012430466e+01
4.028723973431347360e+00 1.379794469134120938e+01 9.818153685429393818e+00
4.140632972693329528e+00 1.546788176671003789e+01 1.085699964047585730e+01
4.252541971955310807e+00 1.304975367512096440e+01 1.215773406508620980e+01
4.364450971217292974e+00 1.260251855366899854e+01 1.208764463800302380e+01
4.476359970479274253e+00 1.054276643876052866e+01 1.257159957429374053e+01
4.588268969741257308e+00 9.119956581346610136e+00 1.194020040971224361e+01
4.700177969003238587e+00 8.238807610638934520e+00 1.132394872253465401e+01
4.812086968265220754e+00 7.112516053100225832e+00 1.091124879577246887e+01
4.923995967527202922e+00 6.235104711225507579e+00 9.938136839868862538e+00
5.035904966789185089e+00 6.200722544401907399e+00 9.226624036189663869e+00
5.147813966051166368e+00 6.020976159937510452e+00 8.746563504338006112e+00
5.259722965313148535e+00 6.012422231395529337e+00 8.983761428331094478e+00
5.371631964575129814e+00 5.066526769242944539e+00 9.156953789646710362e+00
5.483540963837111981e+00 4.273507821290993824e+00 8.421251760014705212e+00
5.595449963099093260e+00 4.156502936051706065e+00 7.749874229475573806e+00
5.707358962361076316e+00 3.930604805481885844e+00 7.704944944628406844e+00
5.819267961623057595e+00 3.623712194894105565e+00 7.220492598595027012e+00
5.931176960885039762e+00 3.509661961959868570e+00 7.036753274534558678e+00
6.043085960147021041e+00 3.214202114713482938e+00 6.755667201295772806e+00
6.154994959409003208e+00 3.033584926326819975e+00 6.647749693644398050e+00
6.266903958670985375e+00 2.632581855200183174e+00 6.235835864745880031e+00
6.378812957932967542e+00 2.446914949627268410e+00 5.917974407062481568e+00
6.490721957194948821e+00 2.329122243849794938e+00 5.476285777146009615e+00
6.602630956456931877e+00 2.342249175439234499e+00 5.109532512775051494e+00
6.714539955718913156e+00 2.284376684336131280e+00 4.804270653186016204e+00
6.826448954980895323e+00 2.454247493388458601e+00 4.463807155805319837e+00
6.938357954242876602e+00 2.510588499838361631e+00 4.266037587370087536e+00
7.050266953504857881e+00 2.666187957758773042e+00 4.072699584848392895e+00
7.162175952766840048e+00 2.775151309539570121e+00 3.812922178388008732e+00
7.274084952028823103e+00 3.222192424902161623e+00 3.432191814078474845e+00
7.385993951290804382e+00 3.939977891912005425e+00 3.879656331520620061e+00
7.497902950552786550e+00 4.085027876265558078e+00 4.507665068364179461e+00
7.609811949814767829e+00 3.792860795237625204e+00 5.243439713186102580e+00
7.721720949076750884e+00 3.015066344104698537e+00 5.320010283979066834e+00
7.833629948338731275e+00 2.855127365320969002e+00 5.121919676976752100e+00
7.945538947600714330e+00 2.601144743640589674e+00 5.184367558171406820e+00
8.057447946862694721e+00 2.305694305095392416e+00 5.067931325547685439e+00
8.169356946124677776e+00 2.121956925345094724e+00 4.865768899718142748e+00
8.281265945386659055e+00 2.067476121072617357e+00 4.727147453196388405e+00
8.393174944648642111e+00 2.029648149963550807e+00 4.726889509606799322e+00
8.505083943910621613e+00 1.849832875832741363e+00 4.627536423705084445e+00
8.616992943172604669e+00 1.750620454960640338e+00 4.609858774627252131e+00
8.728901942434585948e+00 1.610688575019934454e+00 4.468304591336585752e+00
8.840810941696569003e+00 1.496381048849978024e+00 4.350690768401907604e+00
8.952719940958548506e+00 1.419714299340286923e+00 4.137368327813096158e+00
9.064628940220533337e+00 1.525859287093762617e+00 4.041155731412669816e+00
9.176537939482514616e+00 1.501290939531839230e+00 4.011929746771354388e+00
9.288446938744495895e+00 1.549992081821366385e+00 4.020874980402497911e+00
9.400355938006477174e+00 1.382019528822556964e+00 4.080413800490720888e+00
