 # Density of states (DOS)
 # The ouput is normalized to    1.0000000000000000     
 # Energy (eV),   DOS (1/eV)
  -9.7756179880621286        1.4978423977055338E-009
  -9.7749929685302668        1.4979458190339783E-009
  -9.7743679489984068        1.4980492515669361E-009
  -9.7737429294665468        1.4981526953060940E-009
  -9.7731179099346850        1.4982561502531373E-009
  -9.7724928904028250        1.4983596164097528E-009
  -9.7718678708709650        1.4984630937776277E-009
  -9.7712428513391050        1.4985665823584497E-009
  -9.7706178318072432        1.4986700821539052E-009
  -9.7699928122753832        1.4987735931656827E-009
  -9.7693677927435232        1.4988771153954703E-009
  -9.7687427732116632        1.4989806488449566E-009
  -9.7681177536798014        1.4990841935158295E-009
  -9.7674927341479414        1.4991877494097793E-009
  -9.7668677146160814        1.4992913165284958E-009
  -9.7662426950842214        1.4993948948736688E-009
  -9.7656176755523596        1.4994984844469868E-009
  -9.7649926560205014        1.4996020852501412E-009
  -9.7643676364886414        1.4997056972848233E-009
  -9.7637426169567814        1.4998093205527244E-009
  -9.7631175974249196        1.4999129550555347E-009
  -9.7624925778930596        1.5000166007949476E-009
  -9.7618675583611996        1.5001202577726548E-009
  -9.7612425388293378        1.5002239259903478E-009
  -9.7606175192974778        1.5003276054497200E-009
  -9.7599924997656178        1.5004312961524649E-009
  -9.7593674802337578        1.5005349981002765E-009
  -9.7587424607018960        1.5006387112948461E-009
  -9.7581174411700360        1.5007424357378705E-009
  -9.7574924216381760        1.5008461714310427E-009
  -9.7568674021063160        1.5009499183760587E-009
  -9.7562423825744542        1.5010536765746122E-009
  -9.7556173630425942        1.5011574460283986E-009
  -9.7549923435107342        1.5012612267391162E-009
  -9.7543673239788760        1.5013650187084573E-009
  -9.7537423044470142        1.5014688219381217E-009
  -9.7531172849151542        1.5015726364298041E-009
  -9.7524922653832942        1.5016764621852030E-009
  -9.7518672458514324        1.5017802992060142E-009
  -9.7512422263195724        1.5018841474939363E-009
  -9.7506172067877124        1.5019880070506684E-009
  -9.7499921872558524        1.5020918778779081E-009
  -9.7493671677239906        1.5021957599773532E-009
  -9.7487421481921306        1.5022996533507043E-009
  -9.7481171286602706        1.5024035579996598E-009
  -9.7474921091284106        1.5025074739259205E-009
  -9.7468670895965488        1.5026114011311851E-009
  -9.7462420700646888        1.5027153396171546E-009
  -9.7456170505328288        1.5028192893855309E-009
  -9.7449920310009688        1.5029232504380135E-009
  -9.7443670114691070        1.5030272227763041E-009
  -9.7437419919372488        1.5031312064021051E-009
  -9.7431169724053888        1.5032352013171182E-009
  -9.7424919528735270        1.5033392075230458E-009
  -9.7418669333416670        1.5034432250215908E-009
  -9.7412419138098070        1.5035472538144561E-009
  -9.7406168942779470        1.5036512939033450E-009
  -9.7399918747460852        1.5037553452899618E-009
  -9.7393668552142252        1.5038594079760103E-009
  -9.7387418356823652        1.5039634819631939E-009
  -9.7381168161505052        1.5040675672532191E-009
  -9.7374917966186434        1.5041716638477900E-009
  -9.7368667770867834        1.5042757717486119E-009
  -9.7362417575549234        1.5043798909573911E-009
  -9.7356167380230634        1.5044840214758334E-009
  -9.7349917184912016        1.5045881633056449E-009
  -9.7343666989593416        1.5046923164485328E-009
  -9.7337416794274816        1.5047964809062039E-009
  -9.7331166598956216        1.5049006566803653E-009
  -9.7324916403637616        1.5050048437727258E-009
  -9.7318666208319016        1.5051090421849923E-009
  -9.7312416013000416        1.5052132519188742E-009
  -9.7306165817681798        1.5053174729760792E-009
  -9.7299915622363198        1.5054217053583173E-009
  -9.7293665427044598        1.5055259490672983E-009
  -9.7287415231725998        1.5056302041047303E-009
  -9.7281165036407380        1.5057344704723247E-009
  -9.7274914841088780        1.5058387481717915E-009
  -9.7268664645770180        1.5059430372048413E-009
  -9.7262414450451580        1.5060473375731856E-009
  -9.7256164255132962        1.5061516492785351E-009
  -9.7249914059814362        1.5062559723226026E-009
  -9.7243663864495762        1.5063603067070997E-009
  -9.7237413669177162        1.5064646524337389E-009
  -9.7231163473858562        1.5065690095042320E-009
  -9.7224913278539962        1.5066733779202935E-009
  -9.7218663083221362        1.5067777576836362E-009
  -9.7212412887902744        1.5068821487959740E-009
  -9.7206162692584144        1.5069865512590203E-009
  -9.7199912497265544        1.5070909650744910E-009
  -9.7193662301946944        1.5071953902441002E-009
  -9.7187412106628326        1.5072998267695626E-009
  -9.7181161911309726        1.5074042746525929E-009
  -9.7174911715991126        1.5075087338949088E-009
  -9.7168661520672526        1.5076132044982257E-009
  -9.7162411325353908        1.5077176864642594E-009
  -9.7156161130035308        1.5078221797947269E-009
  -9.7149910934716708        1.5079266844913464E-009
  -9.7143660739398108        1.5080312005558343E-009
  -9.7137410544079490        1.5081357279899082E-009
  -9.7131160348760890        1.5082402667952863E-009
  -9.7124910153442308        1.5083448169736883E-009
  -9.7118659958123690        1.5084493785268317E-009
  -9.7112409762805090        1.5085539514564361E-009
  -9.7106159567486490        1.5086585357642214E-009
  -9.7099909372167890        1.5087631314519067E-009
  -9.7093659176849272        1.5088677385212116E-009
  -9.7087408981530672        1.5089723569738579E-009
  -9.7081158786212072        1.5090769868115669E-009
  -9.7074908590893472        1.5091816280360581E-009
  -9.7068658395574854        1.5092862806490535E-009
  -9.7062408200256254        1.5093909446522753E-009
  -9.7056158004937654        1.5094956200474452E-009
  -9.7049907809619054        1.5096003068362870E-009
  -9.7043657614300436        1.5097050050205217E-009
  -9.7037407418981836        1.5098097146018729E-009
  -9.7031157223663236        1.5099144355820657E-009
  -9.7024907028344636        1.5100191679628224E-009
  -9.7018656833026036        1.5101239117458677E-009
  -9.7012406637707436        1.5102286669329261E-009
  -9.7006156442388836        1.5103334335257222E-009
  -9.6999906247070218        1.5104382115259823E-009
  -9.6993656051751618        1.5105430009354304E-009
  -9.6987405856433018        1.5106478017557937E-009
  -9.6981155661114418        1.5107526139887975E-009
  -9.6974905465795800        1.5108574376361685E-009
  -9.6968655270477200        1.5109622726996339E-009
  -9.6962405075158600        1.5110671191809206E-009
  -9.6956154879840000        1.5111719770817577E-009
  -9.6949904684521382        1.5112768464038714E-009
  -9.6943654489202782        1.5113817271489897E-009
  -9.6937404293884182        1.5114866193188426E-009
  -9.6931154098565582        1.5115915229151587E-009
  -9.6924903903246964        1.5116964379396667E-009
  -9.6918653707928382        1.5118013643940959E-009
  -9.6912403512609782        1.5119063022801776E-009
  -9.6906153317291164        1.5120112515996401E-009
  -9.6899903121972564        1.5121162123542164E-009
  -9.6893652926653964        1.5122211845456363E-009
  -9.6887402731335364        1.5123261681756314E-009
  -9.6881152536016746        1.5124311632459323E-009
  -9.6874902340698146        1.5125361697582721E-009
  -9.6868652145379546        1.5126411877143833E-009
  -9.6862401950060946        1.5127462171159979E-009
  -9.6856151754742328        1.5128512579648487E-009
  -9.6849901559423728        1.5129563102626694E-009
  -9.6843651364105128        1.5130613740111947E-009
  -9.6837401168786528        1.5131664492121576E-009
  -9.6831150973467910        1.5132715358672920E-009
  -9.6824900778149310        1.5133766339783331E-009
  -9.6818650582830710        1.5134817435470168E-009
  -9.6812400387512110        1.5135868645750773E-009
  -9.6806150192193510        1.5136919970642504E-009
  -9.6799899996874910        1.5137971410162730E-009
  -9.6793649801556310        1.5139022964328810E-009
  -9.6787399606237692        1.5140074633158113E-009
  -9.6781149410919092        1.5141126416668008E-009
  -9.6774899215600492        1.5142178314875878E-009
  -9.6768649020281892        1.5143230327799086E-009
  -9.6762398824963274        1.5144282455455017E-009
  -9.6756148629644674        1.5145334697861063E-009
  -9.6749898434326074        1.5146387055034614E-009
  -9.6743648239007474        1.5147439526993053E-009
  -9.6737398043688856        1.5148492113753778E-009
  -9.6731147848370256        1.5149544815334182E-009
  -9.6724897653051656        1.5150597631751680E-009
  -9.6718647457733056        1.5151650563023666E-009
  -9.6712397262414438        1.5152703609167548E-009
  -9.6706147067095856        1.5153756770200742E-009
  -9.6699896871777256        1.5154810046140667E-009
  -9.6693646676458638        1.5155863437004735E-009
  -9.6687396481140038        1.5156916942810367E-009
  -9.6681146285821438        1.5157970563575003E-009
  -9.6674896090502838        1.5159024299316054E-009
  -9.6668645895184220        1.5160078150050960E-009
  -9.6662395699865620        1.5161132115797157E-009
  -9.6656145504547020        1.5162186196572085E-009
  -9.6649895309228420        1.5163240392393193E-009
  -9.6643645113909802        1.5164294703277914E-009
  -9.6637394918591202        1.5165349129243700E-009
  -9.6631144723272602        1.5166403670308017E-009
  -9.6624894527954002        1.5167458326488308E-009
  -9.6618644332635384        1.5168513097802035E-009
  -9.6612394137316784        1.5169567984266664E-009
  -9.6606143941998184        1.5170622985899669E-009
  -9.6599893746679584        1.5171678102718500E-009
  -9.6593643551360984        1.5172733334740649E-009
  -9.6587393356042384        1.5173788681983594E-009
  -9.6581143160723784        1.5174844144464809E-009
  -9.6574892965405166        1.5175899722201774E-009
  -9.6568642770086566        1.5176955415211974E-009
  -9.6562392574767966        1.5178011223512914E-009
  -9.6556142379449366        1.5179067147122085E-009
  -9.6549892184130748        1.5180123186056969E-009
  -9.6543641988812148        1.5181179340335082E-009
  -9.6537391793493548        1.5182235609973934E-009
  -9.6531141598174948        1.5183291994991018E-009
  -9.6524891402856330        1.5184348495403845E-009
  -9.6518641207537730        1.5185405111229945E-009
  -9.6512391012219130        1.5186461842486828E-009
  -9.6506140816900512        1.5187518689192011E-009
  -9.6499890621581930        1.5188575651363019E-009
  -9.6493640426263330        1.5189632729017396E-009
  -9.6487390230944730        1.5190689922172664E-009
  -9.6481140035626112        1.5191747230846349E-009
  -9.6474889840307512        1.5192804655056010E-009
  -9.6468639644988912        1.5193862194819173E-009
  -9.6462389449670312        1.5194919850153394E-009
  -9.6456139254351694        1.5195977621076216E-009
  -9.6449889059033094        1.5197035507605189E-009
  -9.6443638863714494        1.5198093509757883E-009
  -9.6437388668395894        1.5199151627551850E-009
  -9.6431138473077276        1.5200209861004648E-009
  -9.6424888277758676        1.5201268210133845E-009
  -9.6418638082440076        1.5202326674957026E-009
  -9.6412387887121458        1.5203385255491748E-009
  -9.6406137691802858        1.5204443951755590E-009
  -9.6399887496484276        1.5205502763766132E-009
  -9.6393637301165676        1.5206561691540971E-009
  -9.6387387105847058        1.5207620735097680E-009
  -9.6381136910528458        1.5208679894453856E-009
  -9.6374886715209858        1.5209739169627095E-009
  -9.6368636519891258        1.5210798560634988E-009
  -9.6362386324572640        1.5211858067495145E-009
  -9.6356136129254040        1.5212917690225158E-009
  -9.6349885933935440        1.5213977428842659E-009
  -9.6343635738616840        1.5215037283365235E-009
  -9.6337385543298222        1.5216097253810511E-009
  -9.6331135347979622        1.5217157340196106E-009
  -9.6324885152661022        1.5218217542539636E-009
  -9.6318634957342422        1.5219277860858746E-009
  -9.6312384762023804        1.5220338295171032E-009
  -9.6306134566705204        1.5221398845494160E-009
  -9.6299884371386604        1.5222459511845751E-009
  -9.6293634176068004        1.5223520294243439E-009
  -9.6287383980749404        1.5224581192704867E-009
  -9.6281133785430804        1.5225642207247702E-009
  -9.6274883590112204        1.5226703337889576E-009
  -9.6268633394793586        1.5227764584648141E-009
  -9.6262383199474986        1.5228825947541058E-009
